,postalcode,price,year,area,rooms,type
146422,108,82000000,1959,198,7,2
146423,200,36700000,1981,66,1,0
146425,311,40000000,2013,118,2,2
146428,310,29500000,1973,105,3,0
146429,820,30000000,1920,295,3,2
146430,260,32200000,2007,83,2,0
146431,240,44500000,2001,130,3,1
146432,220,71500000,1940,159,6,2
146434,800,36700000,2005,94,2,0
146438,107,40500000,1958,75,1,0
146439,230,38000000,1932,116,3,2
146440,221,115000000,2002,296,5,2
146441,262,27500000,1970,94,2,0
146442,103,49000000,1960,125,4,0
146443,107,60000000,1967,134,2,0
146444,111,57000000,1981,150,4,1
146445,900,33500000,1962,138,2,0
146446,900,32750000,1946,115,3,2
146447,105,56000000,1936,113,4,0
146448,170,106000000,1989,182,4,1
146449,105,59900000,2000,103,2,0
146450,550,25000000,1946,91,3,2
146451,112,54000000,1992,106,3,0
146452,111,28900000,1973,63,1,0
146453,113,59900000,2002,130,3,0
146454,109,42500000,1979,79,1,0
146455,210,60500000,2019,113,2,0
146457,105,46900000,1946,97,4,0
146458,102,45500000,1990,84,2,0
146459,200,85200000,2019,139,4,0
146460,200,42500000,1974,82,3,0
146461,200,94000000,1964,205,3,2
146462,550,40500000,1936,201,5,2
146463,551,28000000,1990,135,2,1
146464,551,28000000,1990,135,1,1
146465,600,36500000,2019,88,3,0
146466,105,48100000,1946,118,2,0
146467,270,46300000,2020,81,2,0
146469,730,23500000,2006,105,3,1
146472,200,73600000,1957,187,4,2
146474,112,48900000,1994,124,3,0
146475,101,53700000,1985,399,4,0
146478,210,59900000,2020,97,3,0
146480,110,43000000,1967,119,3,0
146481,200,69500000,1958,154,4,2
146482,210,73900000,2020,126,3,0
146483,105,86000000,2018,136,3,0
146484,110,51900000,2007,101,2,0
146486,101,37500000,1901,51,1,0
146487,112,43500000,1994,87,2,0
146488,203,57000000,2014,123,2,0
146489,113,56700000,2020,102,2,0
146490,203,49900000,2005,88,2,0
146491,102,59900000,2020,96,1,0
146492,203,55000000,2008,105,2,0
146493,200,45900000,2020,72,2,0
146494,225,62000000,1967,133,3,2
146495,220,34900000,1953,71,1,0
146497,110,41500000,1968,115,3,0
146498,105,86000000,1960,182,5,1
146499,105,33300000,1961,54,1,0
146500,104,72500000,1960,152,2,0
146503,105,53250000,2000,102,2,0
146504,270,46800000,2020,82,2,0
146505,101,80000000,2014,129,3,0
146506,112,115500000,1987,285,5,2
146508,101,48500000,1924,85,1,2
146509,110,66400000,2005,127,3,0
146510,105,32000000,1964,52,1,0
146514,545,24000000,1993,129,4,2
146515,550,29500000,1974,111,2,0
146517,110,49900000,2000,107,2,0
146522,800,14500000,1946,51,1,0
146523,109,38500000,1979,67,1,0
146524,170,132500000,1986,293,4,2
146525,101,87000000,1920,196,2,2
146526,221,52500000,2020,100,3,0
146527,103,58000000,1984,127,3,0
146528,260,54500000,2006,156,3,2
146529,112,88900000,2000,181,3,2
146530,170,52000000,1984,104,3,0
146531,816,35000000,1979,135,4,2
146538,109,56500000,1993,110,2,0
146539,270,50500000,2016,99,2,0
146540,200,59900000,2020,104,2,0
146541,210,92100000,2015,165,3,0
146542,107,56600000,1965,103,1,0
146543,700,52800000,2005,167,3,2
146544,110,55500000,2005,92,3,0
146545,210,90500000,1958,363,4,2
146546,105,40000000,1962,65,1,0
146547,113,38900000,2016,63,1,0
146548,220,36500000,1946,70,2,0
146549,220,36500000,1946,88,2,0
146550,105,70500000,1967,139,3,0
146551,200,82000000,1961,200,3,2
146552,200,64900000,1963,146,3,0
146553,111,41250000,1980,91,2,0
146554,111,13500000,1978,56,1,0
146556,104,35800000,1945,64,1,0
146557,200,92500000,1975,275,4,1
146559,101,67500000,1939,115,2,0
146560,113,55000000,2004,113,3,0
146561,200,98300000,1943,226,3,2
146562,200,70000000,1957,164,4,0
146563,203,129000000,2007,359,5,2
146564,200,36000000,1972,86,3,0
146565,170,39500000,1985,89,1,0
146566,111,60000000,1981,124,4,1
146567,221,40200000,1992,75,2,0
146568,112,44100000,1987,85,2,0
146569,200,33000000,1978,78,2,0
146570,201,76900000,1998,191,5,0
146573,108,12941000,2007,83,1,0
146574,210,57000000,2015,104,2,0
146575,201,68900000,1994,151,4,0
146577,201,107000000,1996,235,4,2
146578,111,39500000,1974,96,3,0
146579,201,61900000,2019,87,2,0
146580,201,90000000,1994,176,2,1
146582,107,42900000,1981,67,1,0
146583,105,48500000,1936,87,3,0
146586,300,27300000,1978,90,2,0
146587,109,42500000,1968,105,3,0
146589,270,45400000,2020,83,2,0
146590,203,72500000,2005,134,3,0
146591,101,37000000,1921,47,1,0
146592,112,52700000,1990,114,4,0
146593,108,43000000,1965,77,2,0
146594,740,33000000,1965,140,3,2
146595,230,58270000,2019,108,2,0
146596,240,31750000,2007,89,2,0
146597,260,35500000,2018,92,2,0
146598,260,56100000,1985,190,3,2
146599,260,34300000,2007,96,2,0
146600,112,45500000,1989,126,3,0
146605,105,93500000,1960,190,5,0
146606,107,76000000,1905,106,1,2
146607,415,32000000,1974,209,6,2
146608,112,49000000,1992,124,3,0
146609,200,28500000,1953,152,3,2
146610,101,48900000,2020,57,2,0
146611,220,40500000,1973,93,2,0
146612,108,42900000,1968,76,1,0
146613,104,41500000,1957,75,1,0
146615,221,45500000,2004,92,3,0
146616,108,46900000,2019,71,1,0
146617,621,65900000,1947,351,8,2
146619,108,49100000,2019,82,1,0
146621,201,80000000,2020,137,3,0
146622,108,44400000,1968,78,2,0
146623,201,49700000,2000,102,2,0
146624,200,85500000,2019,125,2,0
146625,210,125000000,1992,247,4,2
146626,113,45000000,2013,86,1,0
146627,108,48000000,1963,137,2,0
146628,201,74500000,2020,127,3,0
146629,200,34900000,1977,55,1,0
146634,101,48900000,2016,84,2,0
146635,200,42900000,2020,63,1,0
146636,270,49500000,1999,94,3,0
146637,104,37200000,1958,63,1,0
146638,104,67900000,2020,140,4,0
146640,108,40000000,1964,92,3,0
146641,640,26000000,1991,89,2,0
146642,260,32300000,2019,74,2,0
146643,230,36500000,2021,70,1,0
146644,201,61000000,1998,111,3,0
146645,240,39000000,1976,163,3,2
146647,230,80000000,1963,248,6,2
146648,260,24500000,1972,81,2,0
146649,104,48000000,1960,100,2,0
146650,640,26000000,1991,89,2,0
146859,730,46500000,2007,192,3,2
146860,750,33000000,1988,121,4,2
146861,800,61800000,2004,152,3,2
146862,550,30000000,1963,216,2,0
146863,550,30000000,1963,216,3,0
146864,220,58000000,1928,173,3,2
146865,660,20000000,1978,113,4,2
146868,110,29900000,1986,44,1,0
146869,270,45400000,2020,82,2,0
146870,101,35000000,1985,59,1,0
146871,110,34500000,1984,58,1,0
146872,300,46500000,2007,136,3,0
146873,600,30000000,1946,95,3,0
146874,600,60000000,1948,203,1,0
146875,600,60000000,1948,203,2,0
146876,600,30500000,1946,97,2,0
146877,605,155500000,1925,752,7,2
146881,210,58500000,2016,111,1,0
146882,102,65900000,2020,102,2,0
146883,470,13500000,1979,124,3,0
146884,109,78000000,1975,207,5,1
146885,105,35000000,1940,71,2,0
146886,112,47350000,1995,94,3,0
146887,108,42500000,1964,91,2,0
146889,201,77600000,1998,163,4,0
146890,201,57000000,1999,99,2,0
146891,105,64900000,1948,117,2,0
146892,200,38900000,1979,97,3,0
146893,270,46300000,2020,80,2,0
146894,210,29700000,2019,122,2,0
146895,108,79000000,1959,180,4,2
146896,111,30000000,1976,73,1,0
146897,107,43900000,1965,78,2,0
146898,107,46700000,1957,91,1,0
146899,220,49000000,2014,90,2,0
146900,105,40000000,1939,84,1,2
146901,112,43660000,2000,108,2,0
146902,220,49000000,1985,141,4,0
146903,104,35000000,1947,76,2,0
146904,108,51000000,1964,139,3,0
146905,260,28600000,2020,71,2,0
146906,260,55600000,1999,139,3,2
146907,105,51600000,1951,110,2,0
146908,245,32500000,1955,157,1,2
146909,110,85600000,2006,157,3,1
146910,110,52500000,2006,110,3,0
146911,109,36000000,1975,65,2,0
146914,230,60900000,2019,112,2,0
146915,201,65000000,2000,161,3,0
146916,200,100000000,1971,261,7,2
146917,640,31400000,1989,115,3,0
146918,260,57900000,2006,159,3,1
146919,200,72500000,2019,131,3,0
146920,170,56000000,1992,96,3,0
146921,108,12352000,2018,74,1,0
146924,110,78400000,1966,164,4,1
146926,103,43000000,2020,61,1,0
146927,112,45000000,1993,93,2,0
146928,603,36500000,2017,79,2,0
146929,600,25800000,1977,82,2,0
146930,603,50900000,1978,166,4,1
146931,603,36000000,2004,87,2,0
146932,800,43900000,2016,85,2,1
146933,105,38900000,1954,70,1,0
146934,210,49050000,2013,83,1,0
146935,220,67500000,1945,134,3,2
146936,113,45700000,2003,89,1,0
146937,110,45900000,1990,87,1,0
146939,270,56880000,2020,110,3,0
146940,200,53775000,2020,95,2,0
146941,220,23682000,1988,117,3,0
146942,103,40000000,1960,84,2,0
146943,200,106000000,2016,155,2,0
146944,200,91500000,1962,181,6,2
146945,101,57350000,1943,121,2,0
146946,109,80000000,1980,179,4,1
146947,107,24000000,1964,39,1,0
146948,101,57000000,1962,111,3,0
146950,470,21000000,1964,156,4,2
146951,400,9000000,1978,73,2,0
146952,109,33000000,1970,68,1,0
146953,225,38500000,2003,76,1,0
146954,101,49900000,1943,100,2,0
146955,110,92000000,1985,239,4,1
146956,107,45000000,1947,43,1,0
146957,108,51300000,1962,130,3,0
146958,105,58500000,1947,112,2,0
146959,110,30500000,1984,58,1,0
146960,113,41300000,2016,77,1,0
146961,203,70500000,2005,134,3,0
146962,221,43550000,2011,90,2,0
146963,108,40300000,1964,90,2,0
146964,108,48000000,1951,95,3,0
146965,103,99900000,2021,141,3,0
146966,103,56900000,2021,90,2,0
146967,103,99900000,2021,136,1,0
146968,112,51000000,1992,136,3,0
146970,260,27000000,2017,66,1,0
146971,260,64000000,2002,237,4,2
146972,230,33000000,1989,108,3,0
146974,300,29900000,2021,56,1,0
146975,300,42900000,2021,104,3,0
146976,300,36900000,2021,92,2,0
146977,530,21000000,1982,99,3,0
146978,810,75000000,1945,240,5,2
146979,230,33200000,1955,118,1,0
146980,240,48500000,2011,156,3,2
146981,300,32500000,1961,135,2,0
146982,640,16000000,1957,76,1,0
146983,262,14900000,1956,43,1,0
146984,230,56300000,2018,148,3,0
146985,110,49800000,1983,99,1,0
146986,900,22000000,1985,61,1,0
146987,900,22000000,1985,61,2,0
146988,108,49500000,2019,83,1,0
146989,170,46500000,1982,79,1,0
146990,210,55800000,2004,107,3,0
146991,103,64200000,2021,100,1,0
146992,103,54900000,2021,91,2,0
146993,103,71200000,2021,110,2,0
146994,103,80900000,2021,139,3,0
146997,900,18700000,1942,69,2,0
146998,900,55000000,1958,126,2,0
146999,103,52900000,2021,83,1,0
147000,103,59000000,2021,88,1,0
147001,103,49900000,2021,79,1,0
147002,270,52000000,1960,136,4,2
147003,109,43900000,1971,88,3,0
147004,600,52400000,1953,165,4,2
147005,210,55000000,1978,113,2,0
147006,103,69000000,2019,102,2,0
147007,221,50000000,2020,92,2,0
147008,110,34000000,1983,87,1,0
147009,221,44900000,2020,81,2,0
147010,200,66500000,1976,133,2,0
147011,109,95000000,1980,282,6,2
147012,605,47500000,1985,558,5,2
147015,800,97500000,1997,284,4,2
147016,200,65500000,1969,159,3,0
147017,200,48100000,1959,125,4,0
147018,730,23500000,1991,112,3,1
147019,109,42000000,1976,96,2,0
147020,101,36000000,1917,95,1,0
147021,108,40500000,1964,59,1,0
147022,105,39000000,1943,74,1,0
147023,200,69300000,1976,168,5,0
147024,105,38500000,1965,73,1,0
147025,270,66000000,1979,158,3,1
147026,220,101500000,1944,406,5,0
147027,220,101500000,1944,406,4,0
147028,112,83000000,1997,178,4,1
147029,210,66800000,2020,127,2,0
147030,270,74800000,2021,135,3,1
147031,221,45000000,1960,85,2,0
147032,113,46100000,2004,92,2,0
147033,270,66500000,2007,159,3,0
147034,810,54900000,2020,127,2,1
147035,260,37000000,2005,123,4,0
147039,530,39900000,2021,92,3,1
147040,250,36900000,2007,114,2,1
147042,900,40000000,1951,184,4,2
147043,101,54000000,1954,94,3,0
147044,200,61900000,2020,103,2,0
147045,270,33900000,2020,43,1,0
147046,620,22500000,1947,106,2,0
147047,210,73000000,2004,118,2,0
147048,200,38900000,2020,61,1,0
147049,210,49900000,2021,88,3,0
147050,108,38500000,1965,78,2,0
147052,860,45500000,2018,131,3,1
147053,870,35000000,2015,91,2,1
147054,780,26000000,1956,123,3,0
147055,360,22250000,1914,67,2,2
147056,600,34000000,2007,83,2,0
147057,600,29900000,1988,67,1,0
147058,603,36600000,1999,127,3,0
147059,260,32900000,2019,83,2,0
147060,201,59900000,2003,117,3,0
147062,200,46900000,2020,69,2,0
147063,260,39900000,2019,106,3,0
147064,230,33200000,1975,89,2,0
147065,170,37500000,1982,56,1,0
147066,108,60000000,1956,125,3,0
147067,200,60000000,2019,107,2,0
147068,105,46000000,1964,92,2,0
147069,780,26500000,1956,130,3,0
147070,780,21500000,1956,86,2,0
147072,270,73800000,1979,279,7,1
147073,600,29000000,2018,56,1,0
147074,603,25000000,1991,79,2,0
147075,220,50000000,1940,124,2,0
147076,107,17500000,1930,58,2,0
147077,270,48000000,1995,102,3,0
147078,111,40500000,1971,91,2,0
147079,200,51500000,1967,110,2,0
147080,221,35700000,1989,70,1,0
147081,103,79900000,2021,136,3,0
147082,103,52600000,2021,84,1,0
147083,221,112500000,2010,311,5,2
147084,355,18000000,1958,131,2,0
147085,301,41175000,2003,203,6,2
147088,300,24000000,1955,98,3,0
147090,800,37000000,1968,152,4,0
147091,260,49900000,2007,156,3,1
147092,260,36500000,2006,113,3,0
147094,260,40500000,2005,106,3,0
147095,900,22500000,1975,91,2,0
147096,900,34000000,1984,107,2,0
147097,112,47500000,1996,84,2,0
147098,107,45900000,1961,73,2,0
147099,800,80750000,2001,175,3,2
147101,101,73500000,2020,102,2,0
147102,210,62900000,2020,119,3,0
147103,200,55900000,2020,105,2,0
147104,110,44000000,2017,69,1,0
147105,220,40000000,1984,82,2,0
147106,105,34000000,1962,58,1,0
147107,105,89000000,1958,152,3,0
147108,800,70000000,2018,114,2,0
147109,220,77600000,2005,120,2,0
147110,210,69857000,2020,131,3,0
147111,200,66900000,2019,129,2,0
147114,210,67900000,1986,173,5,0
147115,200,41500000,1977,77,3,0
147116,109,85900000,1980,243,7,2
147117,800,40600000,2016,82,2,1
147118,850,41500000,1984,159,3,2
147119,270,63900000,2020,131,3,0
147120,103,52600000,2021,79,1,0
147121,103,73900000,2021,122,3,0
147122,103,72900000,2021,121,3,0
147123,210,66900000,2021,122,3,0
147124,103,65000000,1984,185,4,0
147125,220,43800000,1993,105,3,0
147126,101,32000000,1919,44,1,0
147127,103,63550000,1960,169,4,0
147129,200,54900000,2020,106,2,0
147130,600,59800000,2000,144,3,1
147131,600,29000000,2018,53,1,0
147132,210,68000000,2000,122,4,0
147133,113,63000000,2004,137,3,0
147134,109,37000000,1968,100,3,0
147135,603,23500000,1979,56,1,0
147137,230,56500000,2001,160,3,1
147138,240,55000000,2015,152,4,1
147139,260,32500000,2006,113,3,0
147140,260,30500000,2006,89,2,0
147141,230,54800000,1981,157,3,2
147142,230,53000000,1985,188,3,1
147143,640,31500000,1971,135,3,0
147144,850,34500000,1980,176,4,2
147145,800,29350000,2004,70,1,0
147146,850,35000000,1975,155,4,2
147147,230,58200000,2021,112,2,0
147148,230,50000000,1953,165,5,2
147149,603,30000000,1976,94,2,0
147150,800,65000000,2018,116,2,0
147151,800,84000000,2018,135,2,0
147152,820,29000000,1973,143,3,1
147153,800,39300000,2020,91,2,0
147154,810,34800000,2020,75,2,0
147155,870,45000000,1982,241,4,2
147156,425,20300000,1957,214,2,0
147158,800,52300000,2001,141,2,1
147159,111,27500000,1972,56,1,0
147160,203,132500000,2011,257,4,1
147161,220,32000000,1929,78,2,0
147162,108,60000000,1993,117,2,0
147163,300,34900000,2021,73,2,0
147164,300,29900000,2021,56,1,0
147165,220,96250000,1956,197,3,2
147166,300,55500000,1998,138,2,0
147167,300,53900000,1964,160,4,1
147168,300,39700000,2004,96,2,0
147169,108,73000000,1968,139,4,0
147174,105,50000000,1963,88,2,0
147175,200,87000000,1989,214,3,0
147178,105,41000000,1946,75,2,0
147179,110,95000000,1979,298,7,2
147180,400,42750000,1970,236,6,1
147181,110,37150000,1967,86,2,0
147182,103,62500000,2020,96,2,0
147183,104,21000000,1951,84,1,0
147185,105,49500000,1957,88,2,0
147187,108,18000000,1956,73,2,0
147188,220,67250000,2015,150,3,0
147189,108,35400000,1968,60,1,0
147190,200,79900000,2019,139,3,0
147191,240,38200000,1986,102,2,1
147192,260,43500000,2018,104,2,1
147193,800,61200000,2004,166,3,1
147195,245,47000000,2006,194,3,2
147196,260,53500000,2019,139,3,0
147197,101,48200000,1934,87,1,0
147200,810,52900000,2020,120,2,1
147201,200,60500000,2019,103,3,0
147204,600,33000000,1976,103,3,0
147205,101,32000000,1904,35,1,0
147206,107,54000000,1979,97,2,0
147207,109,78000000,1976,266,5,1
147208,200,60900000,2020,96,2,0
147209,170,190000000,1969,442,8,2
147210,200,72500000,2019,147,3,0
147211,108,154500000,1963,307,6,2
147212,200,46500000,2020,69,2,0
147213,225,88000000,1996,205,3,2
147214,170,55700000,2018,84,2,0
147215,606,38600000,2019,88,2,1
147216,605,68000000,2005,169,3,2
147217,735,35000000,2006,181,4,1
147219,200,54900000,2020,95,2,0
147220,220,85900000,1982,213,5,1
147221,201,50900000,2015,93,2,0
147222,270,50900000,2020,104,2,0
147223,600,31750000,2020,62,1,0
147224,104,83600000,1988,156,3,1
147225,210,47200000,2016,82,2,0
147226,200,59500000,2020,104,2,0
147227,810,30000000,1977,122,2,1
147228,200,51900000,2020,75,2,0
147229,190,22000000,1944,46,1,2
147230,220,44700000,1991,111,3,0
147231,221,101500000,2001,206,4,1
147232,220,78500000,2008,120,3,0
147233,220,36400000,1991,69,1,0
147234,200,72900000,2019,131,3,0
147235,105,59000000,1965,144,4,0
147236,105,84000000,1963,182,4,0
147237,101,47000000,1980,82,3,0
147238,105,108500000,1982,207,4,2
147241,200,42000000,1973,101,3,0
147242,112,45120000,1993,93,2,0
147243,107,38600000,1967,60,1,0
147246,110,44000000,1967,125,4,0
147247,112,40000000,1997,67,1,0
147248,104,41300000,1960,63,2,0
147249,210,58500000,2015,113,3,0
147250,203,75000000,2006,141,3,0
147251,221,54500000,2020,88,3,1
147252,300,32000000,1991,87,2,0
147253,245,33000000,2021,89,2,1
147254,190,60500000,2005,197,4,1
147255,260,32900000,2019,74,2,0
147256,230,26700000,1928,162,4,0
147258,260,61200000,2008,195,3,2
147259,260,63750000,1984,228,5,2
147260,260,34000000,2007,95,2,0
147261,108,40100000,1963,72,2,0
147262,550,15500000,1930,51,2,0
147263,262,27500000,1970,94,2,0
147267,861,43000000,1969,247,6,2
147268,850,19700000,1946,61,2,2
147269,845,22000000,2004,136,3,1
147270,221,25000000,1989,69,1,0
147271,800,51500000,2000,148,3,1
147272,108,63000000,1959,129,4,1
147273,200,67000000,1982,126,3,0
147275,600,50000000,2019,130,3,0
147276,201,52000000,2003,104,2,0
147277,203,57500000,2005,114,2,0
147278,600,34200000,1948,111,2,0
147279,603,23300000,1980,58,2,0
147280,600,37000000,2019,94,3,0
147282,105,34000000,1940,56,1,0
147283,101,61000000,1927,108,2,0
147287,110,88000000,2007,172,4,1
147288,112,56500000,1999,112,3,0
147289,600,12500000,1949,120,5,2
147291,112,45000000,1994,91,2,0
147292,600,44500000,1961,117,3,0
147293,600,44500000,1975,117,4,1
147295,200,32000000,1971,39,1,0
147296,101,53500000,1982,106,2,0
147297,600,215000000,1919,736,2,0
147298,600,215000000,1919,736,2,0
147301,603,36100000,1970,131,5,1
147302,105,36000000,1943,62,1,0
147303,270,55800000,2019,115,3,0
147304,111,38000000,1972,77,2,0
147306,105,54900000,1935,70,2,0
147307,110,28100000,1986,42,1,0
147308,210,92500000,1988,197,3,1
147309,221,43200000,1993,82,2,0
147310,340,38000000,1966,146,3,2
147311,210,74500000,2008,148,3,0
147312,580,22000000,1947,154,5,0
147313,260,33500000,2006,96,2,0
147314,230,64000000,1982,213,4,2
147315,900,15000000,1925,167,1,2
147316,101,64900000,2020,79,1,0
147317,105,45000000,1946,85,2,0
147318,105,49500000,2020,63,1,0
147319,220,38500000,1995,61,1,0
147320,105,33100000,1947,62,1,0
147321,340,32500000,1974,152,4,2
147322,700,36500000,1986,148,6,0
147323,851,24900000,2019,55,2,2
147325,108,37500000,1952,62,1,0
147326,103,71500000,2018,112,2,0
147327,300,47500000,2018,99,2,0
147328,355,55000000,2007,244,4,2
147330,111,39900000,1974,114,3,0
147331,170,42000000,2015,60,1,0
147332,105,62400000,2020,96,2,0
147333,101,45000000,1933,77,2,0
147334,105,51000000,1951,83,2,0
147335,201,58990000,2021,80,2,0
147336,300,37500000,2007,91,2,0
147337,300,34900000,2021,73,2,0
147338,300,37200000,1991,101,3,0
147339,350,34500000,2003,148,2,1
147340,300,48700000,1954,210,2,0
147341,600,32500000,1935,144,6,2
147342,111,65500000,1974,157,4,1
147343,600,28500000,1960,96,3,0
147344,200,85000000,2019,139,4,0
147345,640,24500000,1980,93,2,0
147347,220,38000000,1949,78,2,0
147350,355,37500000,1981,178,3,2
147351,800,34600000,2004,95,2,0
147352,260,59500000,1981,175,4,2
147353,260,38500000,2020,97,2,0
147354,245,22000000,1958,103,1,2
147355,230,45500000,1972,170,4,0
147356,850,24400000,2019,73,2,1
147357,780,35000000,1977,127,3,1
147358,400,22500000,1968,74,2,0
147359,109,44500000,1977,127,3,0
147360,700,26500000,1984,86,2,0
147361,201,48000000,1997,79,2,0
147362,600,35900000,1957,229,4,2
147363,900,16000000,1963,87,2,0
147364,112,47700000,1996,84,2,0
147365,111,34100000,1970,63,1,0
147366,104,71500000,1946,125,1,0
147367,105,51500000,1967,97,3,0
